CHR,P,exp
10,2.7,0.9700835117299047
8,0.159,0.9700240315569838
8,0.034,0.9699645595292423
5,0.242,0.9699050956444498
5,0.367,0.9698456399003769
5,0.867,0.9697861922947945
5,0.617,0.9697267528254753
5,0.992,0.9696673214901922
5,0.492,0.9696078982867194
5,0.742,0.9695484832128319
5,3.062,0.9694890762663056
8,0.057,0.9694296774449174
21,1.201,0.9693702867464449
21,1.826,0.9693109041686668
21,1.951,0.9692515297093627
21,1.076,0.9691921633663131
21,1.451,0.9691328051372994
21,1.701,0.9690734550201037
21,1.326,0.9690141130125094
9,2.354,0.9689547791123005
9,2.604,0.9688954533172621
9,2.104,0.9688361356251801
9,2.479,0.9687768260338414
9,2.229,0.9687175245410335
9,2.854,0.9686582311445453
15,0.261,0.9685989458421663
15,0.136,0.9685396686316868
8,0.08,0.9684803995108985
15,0.636,0.9684211384775933
15,0.761,0.9683618855295645
15,0.386,0.9683026406646061
15,0.511,0.9682434038805133
15,0.886,0.9681841751750818
6,0.18,0.9681249545461085
6,0.43,0.968065741991391
6,0.305,0.9680065375087277
11,1.398,0.9679473410959184
11,1.648,0.9678881527507632
11,1.773,0.9678289724710637
11,1.898,0.9677698002546219
16,2.773,0.9677106360992408
16,2.734,0.9676514800027244
20,3.319,0.9675923319628776
20,3.444,0.9675331919775063
17,0.332,0.967474060044417
17,0.457,0.9674149361614175
20,3.819,0.9673558203263158
14,2.836,0.9672967125369216
14,2.336,0.9672376127910451
14,2.461,0.9671785210864975
14,2.211,0.9671194374210906
8,0.126,0.9670603617926375
8,0.626,0.967001294198952
8,0.251,0.9669422346378488
8,0.501,0.9668831831071435
8,0.376,0.9668241396046525
8,0.876,0.9667651041281933
8,0.751,0.9667060766755842
10,2.415,0.9666470572446443
10,2.29,0.9665880458331936
10,2.165,0.966529042439053
10,2.54,0.9664700470600445
20,0.278,0.9664110596939908
20,0.403,0.9663520803387153
1,0.786,0.9662931089920427
1,0.536,0.9662341456517982
1,0.661,0.9661751903158082
1,0.911,0.9661162429818999
8,0.024,0.9660573036479011
9,2.069,0.9659983723116409
9,2.444,0.9659394489709491
9,2.319,0.9658805336236562
9,2.819,0.9658216262675939
9,2.569,0.9657627269005946
8,0.047,0.9657038355204918
9,2.194,0.9656449521251195
9,2.694,0.9655860767123128
15,0.228,0.9655272092799078
15,1.752,0.9654683498257411
15,1.377,0.9654094983476508
6,0.147,0.9653506548434753
13,3.95,0.965291819311054
13,3.075,0.9652329917482274
13,3.7,0.9651741721528367
19,1.189,0.9651153605227241
19,1.314,0.9650565568557324
19,1.439,0.9649977611497057
19,1.814,0.9649389734024886
19,1.564,0.9648801936119268
19,1.939,0.9648214217758666
19,1.064,0.9647626578921557
7,2.092,0.9647039019586421
7,2.342,0.964645153973175
7,2.217,0.9645864139336044
7,2.467,0.9645276818377811
7,2.592,0.964468957683557
7,2.842,0.9644102414687844
7,2.967,0.9643515331913171
7,2.717,0.9642928328490092
22,0.455,0.9642341404397162
14,1.04,0.964175455961294
14,1.54,0.9641167794115993
14,1.415,0.9640581107884905
14,1.665,0.9639994500898259
14,1.79,0.9639407973134652
14,1.876,0.9638821524572686
14,1.915,0.9638235155190976
14,1.751,0.9637648864968145
4,0.025,0.9637062653882821
15,0.195,0.9636476521913643
15,0.07,0.9635890469039258
15,0.445,0.9635304495238324
15,0.32,0.9634718600489506
4,0.048,0.9634132784771475
16,1.491,0.9633547048062915
16,1.741,0.9632961390342517
16,1.991,0.9632375811588979
16,1.116,0.9631790311781011
16,1.866,0.9631204890897327
16,1.241,0.9630619548916654
16,1.366,0.9630034285817723
16,1.616,0.9629449101579282
13,3.915,0.9628863996180076
16,0.59,0.9628278969598868
16,0.715,0.9627694021814424
16,0.965,0.9627109152805523
16,0.84,0.9626524362550949
19,1.154,0.9625939651029496
19,1.279,0.9625355018219965
19,1.029,0.9624770464101171
19,1.904,0.962418598865193
10,0.926,0.9623601591851071
4,0.094,0.962301727367743
4,0.219,0.9622433034109853
7,2.557,0.9621848873127193
7,2.057,0.9621264790708314
7,2.182,0.9620680786832085
7,2.307,0.9620096861477386
7,2.432,0.9619513014623104
7,2.682,0.9618929246248137
10,0.676,0.9618345556331388
8,1.694,0.9617761944851771
8,1.819,0.9617178411788209
8,1.319,0.961659495711963
8,1.444,0.9616011580824975
8,1.944,0.9615428282883189
8,1.569,0.961484506327323
22,1.913,0.9614261921974062
10,4.038,0.9613678858964656
9,0.705,0.9613095874223996
9,0.83,0.9612512967731068
9,0.58,0.9611930139464874
9,0.955,0.9611347389404418
12,1.019,0.9610764717528716
11,0.196,0.9610182123816791
11,0.446,0.9609599608247674
4,0.015,0.9609017170800408
8,1.598,0.960843481145404
8,1.223,0.9607852530187627
8,1.098,0.9607270326980236
8,1.723,0.9606688201810939
8,1.348,0.9606106154658821
8,1.473,0.960552418550297
8,1.973,0.9604942294322488
8,1.848,0.9604360481096482
2,0.74,0.9603778745804067
2,0.365,0.9603197088424367
2,0.49,0.9602615508936517
2,0.865,0.9602034007319656
2,0.99,0.9601452583552936
2,0.24,0.9600871237615514
2,0.615,0.9600289969486554
19,1.124,0.9599708779145234
19,1.624,0.9599127666570737
19,1.249,0.9598546631742251
19,1.999,0.959796567463898
19,1.835,0.9597384795240129
4,0.038,0.9596803993524916
19,1.21,0.9596223269472565
19,1.085,0.959564262306231
19,1.335,0.9595062054273392
19,1.71,0.9594481563085061
19,1.96,0.9593901149476576
19,1.585,0.9593320813427201
19,1.46,0.9592740554916213
9,4.067,0.9592160373922893
21,0.224,0.9591580270426534
21,3.164,0.9591000244406436
22,2.19,0.9590420295841905
16,1.081,0.9589840424712259
16,1.331,0.9589260630996822
16,1.206,0.9588680914674926
16,1.706,0.9588101275725913
16,1.581,0.9587521714129132
16,1.956,0.9586942229863942
16,1.456,0.9586362822909705
4,2.109,0.95857834932458
4,2.984,0.9585204240851605
4,2.359,0.9584625065706514
4,2.484,0.9584045967789924
4,0.436,0.9583466947081242
4,0.061,0.9582888003559884
4,0.186,0.9582309137205274
4,0.311,0.9581730347996843
4,2.859,0.9581151635914033
4,2.609,0.9580573000936288
11,0.117,0.9579994443043068
13,3.38,0.9579415962213836
7,2.147,0.9578837558428067
7,2.022,0.957825923166524
7,2.397,0.9577680981904845
7,2.647,0.9577102809126379
7,2.772,0.9576524713309348
11,0.163,0.9575946694433266
12,1.375,0.9575368752477654
4,0.107,0.9574790887422043
10,4.378,0.9574213099245973
12,1.875,0.9573635387928987
14,0.828,0.9573057753450643
14,0.578,0.9572480195790501
14,0.703,0.9571902714928134
14,0.953,0.9571325310843121
5,2.545,0.9570747983515048
5,2.42,0.9570170732923512
5,2.17,0.9569593559048114
2,0.207,0.9569016461868468
5,2.92,0.9568439441364194
5,2.295,0.956786249751492
5,2.045,0.9567285630300278
5,2.67,0.9566708839699918
1,2.499,0.956613212569349
1,2.374,0.9565555488260652
1,2.249,0.9564978927381076
1,2.124,0.9564402443034435
1,2.874,0.9563826035200418
1,2.624,0.9563249703858714
1,2.999,0.9562673448989026
8,0.942,0.9562097270571063
13,1.528,0.9561521168584539
13,1.153,0.9560945143009183
13,1.778,0.9560369193824726
13,1.903,0.955979332101091
13,1.653,0.9559217524547483
3,0.795,0.9558641804414204
3,0.92,0.9558066160590838
18,0.265,0.9557490593057156
18,0.765,0.9556915101792943
11,0.084,0.9556339686777986
18,0.64,0.9555764347992084
18,0.515,0.9555189085415041
18,0.14,0.9554613899026673
18,0.89,0.9554038788806798
18,0.39,0.9553463754735249
4,2.449,0.9552888796791862
4,2.574,0.9552313914956482
4,2.074,0.9551739109208964
4,2.324,0.9551164379529169
4,2.199,0.9550589725896966
4,2.949,0.9550015148292235
4,2.699,0.9549440646694859
6,1.586,0.9548866221084732
6,1.461,0.9548291871441755
6,1.711,0.9547717597745841
6,1.211,0.9547143399976903
6,1.336,0.9546569278114869
6,1.836,0.9545995232139671
6,1.961,0.9545421262031252
6,1.086,0.954484736776956
22,1.227,0.9544273549334553
22,1.727,0.9543699806706196
22,1.102,0.9543126139864462
22,1.352,0.9542552548789333
22,1.313,0.9541979033460796
22,1.938,0.9541405593858849
22,1.188,0.9540832229963497
22,1.477,0.9540258941754753
22,1.602,0.9539685729212638
22,1.813,0.953911259231718
22,1.688,0.9538539531048416
11,4.52,0.9537966545386388
11,0.63,0.9537393635311152
11,0.38,0.9536820800802766
11,0.755,0.9536248041841299
11,0.505,0.9535675358406825
11,0.13,0.9535102750479431
11,0.255,0.9534530218039207
11,0.88,0.9533957761066252
11,4.02,0.9533385379540674
14,1.319,0.953281307344259
14,1.694,0.953224084275212
14,1.194,0.9531668687449398
14,1.069,0.9531096607514562
2,0.001,0.9530524602927757
18,0.007,0.952995267366914
5,2.01,0.9529380819718872
5,2.635,0.9528809041057125
5,2.385,0.9528237337664075
5,2.135,0.9527665709519908
5,2.76,0.952709415660482
5,2.51,0.9526522678899011
5,2.26,0.9525951276382689
5,2.885,0.9525379949036074
21,0.524,0.952480869683939
18,1.131,0.9524237519772869
18,1.006,0.9523666417816752
18,1.506,0.9523095390951287
18,0.232,0.9522524439156731
18,1.256,0.9521953562413349
18,1.881,0.952138276070141
9,1.302,0.9520812034001196
9,1.177,0.9520241382292992
9,1.427,0.9519670805557096
9,1.802,0.9519100303773808
9,1.052,0.9518529876923439
9,1.927,0.951795952498631
9,1.677,0.9517389247942745
9,1.552,0.9516819045773077
12,0.068,0.9516248918457649
12,0.443,0.9515678865976811
10,3.481,0.9515108888310919
12,0.318,0.9514538985440337
12,0.193,0.951396915734544
3,0.237,0.9513399404006606
3,0.487,0.9512829725404224
6,1.551,0.9512260121518689
6,1.676,0.9511690592330405
6,1.301,0.9511121137819785
6,1.051,0.9510551757967244
6,1.176,0.9509982452753211
6,1.426,0.950941322215812
6,1.926,0.9508844066162412
6,1.801,0.9508274984746536
18,2.214,0.9507705977890953
6,0.648,0.9507137045576124
6,0.898,0.9506568187782524
6,0.773,0.9505999404490633
6,0.398,0.9505430695680936
8,0.965,0.9504862061333934
18,2.931,0.9504293501430126
18,2.806,0.9503725015950024
19,3.992,0.9503156604874149
20,2.392,0.9502588268183023
20,2.017,0.9502020005857185
20,2.892,0.9501451817877171
20,2.517,0.9500883704223535
12,0.114,0.950031566487683
20,2.267,0.9499747699817624
20,2.142,0.9499179809026487
7,0.674,0.9498611992484
7,0.799,0.9498044250170747
7,0.924,0.9497476582067328
2,2.187,0.9496908988154341
2,2.562,0.9496341468412399
2,2.687,0.9495774022822119
2,2.062,0.9495206651364125
2,2.312,0.9494639354019052
2,2.437,0.9494072130767539
7,0.549,0.9493504981590236
10,0.089,0.9492937906467797
10,0.214,0.9492370905380885
13,2.99,0.9491803978310172
12,0.035,0.9491237125236335
12,0.16,0.9490670346140061
9,1.017,0.9490103641002043
9,1.267,0.9489537009802984
9,1.642,0.9488970452523591
9,1.392,0.9488403969144579
9,1.142,0.9487837559646674
9,1.767,0.9487271224010606
9,1.517,0.9486704962217114
9,1.892,0.9486138774246945
3,1.103,0.9485572660080852
3,1.728,0.9485006619699596
3,0.204,0.9484440653083949
3,1.353,0.9483874760214683
3,1.478,0.9483308941072585
3,1.228,0.9482743195638444
3,1.853,0.9482177523893063
3,1.603,0.9481611925817245
3,1.978,0.9481046401391804
12,0.058,0.9480480950597563
12,0.396,0.9479915573415351
16,3.669,0.9479350269826002
16,3.169,0.9478785039810363
16,3.294,0.9478219883349285
18,2.968,0.9477654800423625
12,3.248,0.947708979101425
12,3.748,0.9476524855102034
12,3.998,0.947595999266786
12,3.498,0.9475395203692614
13,2.398,0.9474830488157193
13,2.023,0.9474265846042501
12,0.081,0.947370127732945
13,2.148,0.9473136781998956
11,4.781,0.9472572360031949
11,4.531,0.9472008011409359
13,2.273,0.9471443736112127
7,1.29,0.9470879534121203
7,1.665,0.9470315405417541
7,1.415,0.9469751349982105
7,1.79,0.9469187367795866
7,1.04,0.9468623458839801
7,1.915,0.9468059623094895
7,1.165,0.9467495860542143
7,1.54,0.9466932171162543
8,3.635,0.9466368554937102
8,3.01,0.9465805011846837
8,3.135,0.946524154187277
10,0.431,0.946467814499593
10,0.181,0.9464114821197355
10,0.306,0.9463551570458087
15,3.44,0.946298839275918
1,0.85,0.9462425288081694
1,0.35,0.9461862256406693
1,0.475,0.9461299297715253
1,0.6,0.9460736411988455
1,0.975,0.9460173599207387
1,0.725,0.9459610859353146
21,0.458,0.9459048192406834
21,0.333,0.9458485598349563
13,0.924,0.9457923077162449
13,0.549,0.9457360628826621
11,1.102,0.9456798253323209
11,1.602,0.9456235950633353
11,1.477,0.9455673720738201
11,1.727,0.9455111563618909
11,1.227,0.9454549479256636
11,1.852,0.9453987467632554
11,1.352,0.9453425528727839
11,1.977,0.9452863662523675
10,0.102,0.9452301869001252
5,0.662,0.945174014814177
5,0.787,0.9451178499926434
5,0.912,0.9450616924336458
5,0.537,0.9450055421353061
13,0.042,0.9449493990957472
16,3.134,0.9448932633130924
16,3.259,0.9448371347854663
16,3.509,0.9447810135109934
17,2.534,0.9447248994877998
17,2.409,0.9446687927140116
17,2.284,0.9446126931877561
17,2.159,0.9445566009071611
13,2.113,0.9445005158703551
13,2.238,0.9444444380754675
13,2.488,0.9443883675206285
13,2.988,0.9443323042039685
13,0.065,0.9442762481236192
13,0.44,0.9442201992777127
13,0.19,0.9441641576643821
10,0.148,0.9441081232817609
4,0.816,0.9440520961279835
4,0.691,0.943996076201185
4,0.941,0.9439400634995012
4,0.566,0.9438840580210687
7,1.755,0.9438280597640246
7,1.255,0.9437720687265071
7,1.005,0.9437160849066547
7,1.505,0.9436601083026069
7,1.63,0.9436041389125039
7,1.88,0.9435481767344865
7,1.13,0.9434922217666962
7,1.38,0.9434362740072755
15,0.021,0.9433803334543672
22,2.083,0.9433244001061151
12,1.208,0.9432684739606636
12,1.833,0.9432125550161579
12,1.583,0.9431566432707439
12,1.458,0.9431007387225683
12,1.958,0.9430448413697782
22,2.458,0.9429889512105216
10,3.236,0.9429330682429474
10,3.611,0.9428771924652052
10,3.736,0.9428213238754448
10,3.111,0.9427654624718173
11,1.817,0.9427096082524742
11,1.692,0.942653761215568
11,1.067,0.9425979213592515
11,1.567,0.9425420886816784
11,1.442,0.9424862631810035
11,1.192,0.9424304448553815
8,0.546,0.9423746337029687
5,1.778,0.9423188297219214
5,1.153,0.9422630329103969
5,1.028,0.9422072432665533
5,1.403,0.9421514607885493
5,1.528,0.9420956854745443
5,1.278,0.9420399173226983
5,1.653,0.9419841563311724
5,1.903,0.9419284024981279
5,4.973,0.9418726558217272
20,1.664,0.9418169163001333
18,0.677,0.9417611839315098
20,1.854,0.9417054587140209
21,2.362,0.9416497406458318
21,2.237,0.9415940297251085
9,3.015,0.9415383259500174
9,3.14,0.9414826293187255
13,0.157,0.9414269398294007
13,0.032,0.941371257480212
4,1.182,0.9413155822693283
4,1.432,0.9412599141949198
4,1.307,0.9412042532551572
4,1.557,0.9411485994482119
4,1.932,0.9410929527722561
4,1.057,0.9410373132254625
4,1.807,0.9409816808060047
4,1.682,0.940926055512057
12,0.733,0.9408704373417942
13,2.203,0.9408148262933921
13,2.828,0.9407592223650268
13,2.328,0.9407036255548756
13,2.953,0.9406480358611161
20,1.291,0.9405924532819268
20,1.791,0.9405368778154867
13,0.055,0.9404813094599758
15,0.011,0.9404257482135744
20,0.134,0.9403701940744641
20,0.509,0.9403146470408265
13,0.078,0.9402591071108444
14,3.622,0.9402035742827011
14,3.247,0.9401480485545805
14,3.372,0.9400925299246674
20,0.634,0.9400370183911474
20,0.259,0.9399815139522063
20,0.384,0.939926016606031
20,0.759,0.9398705263508091
5,4.063,0.9398150431847289
1,1.197,0.939759567105979
1,1.572,0.939704098112749
1,1.447,0.9396486362032294
1,1.072,0.939593181375611
1,1.322,0.9395377336280856
1,1.822,0.9394822929588453
1,1.697,0.9394268593660834
1,1.947,0.9393714328479936
14,4.247,0.9393160134027703
17,1.417,0.9392606010286086
15,1.436,0.9392051957237043
15,1.186,0.9391497974862539
9,3.48,0.9390944063144547
9,3.355,0.9390390222065045
9,3.23,0.9389836451606018
9,3.105,0.9389282751749459
15,1.061,0.938872912247737
15,1.311,0.9388175563771752
15,1.811,0.9387622075614624
15,1.561,0.9387068657988004
14,0.003,0.9386515310873916
6,0.534,0.9385962034254398
6,0.784,0.938540882811149
6,0.659,0.9384855692427239
6,0.909,0.9384302627183697
17,0.811,0.938374963236293
11,0.012,0.9383196707947002
17,0.561,0.9382643853917991
17,0.686,0.9382091070257979
17,0.936,0.9381538356949051
19,2.1,0.9380985713973305
19,2.225,0.9380433141312845
19,2.35,0.9379880638949778
7,3.503,0.937932820686622
7,3.128,0.9378775845044295
20,0.101,0.9378223553466132
20,0.226,0.9377671332113867
9,0.079,0.9377119180969645
18,0.704,0.9376567100015614
18,0.954,0.9376015089233932
18,0.579,0.9375463148606764
18,0.829,0.9374911278116278
9,0.25,0.9374359477744654
9,0.0,0.9373807747474072
9,0.5,0.9373256087286728
9,0.75,0.9372704497164817
9,0.125,0.9372152977090543
9,0.875,0.9371601527046117
9,0.375,0.937105014701376
9,0.625,0.9370498836975694
20,0.37,0.9369947596914152
20,0.495,0.936939642681137
20,0.245,0.9368845326649596
20,0.87,0.9368294296411082
20,0.62,0.9367743336078084
9,0.023,0.9367192445632868
10,2.274,0.9366641625057707
10,2.774,0.936609087433488
20,0.995,0.9365540193446672
16,2.027,0.9364989582375376
16,2.777,0.9364439041103291
16,2.402,0.936388856961272
16,2.152,0.9363338167885981
16,2.277,0.9362787835905388
16,2.902,0.936223757365327
16,2.652,0.9361687381111959
17,0.665,0.9361137258263793
17,0.915,0.9360587205091121
22,0.559,0.9360037221576293
19,2.815,0.935948730770167
11,3.389,0.9358937463449618
9,0.046,0.935838768880251
11,3.139,0.9357837983742725
11,3.014,0.9357288348252649
11,3.639,0.9356738782314677
19,2.44,0.9356189285911206
19,2.19,0.9355639859024645
8,2.743,0.9355090501637405
8,2.368,0.9354541213731907
8,2.243,0.9353991995290577
8,2.118,0.9353442846295847
8,2.618,0.9352893766730158
7,0.146,0.9352344756575957
8,2.993,0.9351795815815694
8,2.868,0.9351246944431831
20,0.157,0.9350698142406835
20,0.032,0.9350149409723176
22,1.562,0.9349600746363338
21,0.588,0.9349052152309802
21,0.713,0.9348503627545065
21,0.963,0.9347955172051625
21,0.838,0.9347406785811989
9,0.217,0.9346858468808669
9,0.092,0.9346310221024182
22,2.279,0.9345762042441059
2,1.651,0.9345213933041829
2,1.401,0.9344665892809033
2,1.151,0.9344117921725216
2,1.276,0.934357001977293
2,1.526,0.9343022186934735
2,1.026,0.9342474423193196
2,1.901,0.9341926728530886
2,1.776,0.9341379102930383
16,2.117,0.9340831546374273
16,2.242,0.9340284058845149
16,2.992,0.9339736640325607
16,2.492,0.9339189290798254
16,0.319,0.9338642010245701
16,0.069,0.9338094798650568
12,2.446,0.9337547655995478
4,3.895,0.9337000582263063
4,3.145,0.9336453577435961
4,3.02,0.9335906641496817
4,3.27,0.9335359774428282
4,3.52,0.9334812976213014
12,2.196,0.9334266246833677
12,2.696,0.933371958627294
12,2.071,0.9333172994513483
12,2.821,0.9332626471537989
13,1.221,0.9332080017329148
7,0.363,0.9331533631869657
7,0.238,0.9330987315142221
7,0.488,0.9330441067129548
7,0.613,0.9329894887814355
7,0.863,0.9329348777179366
7,0.738,0.9328802735207308
7,0.988,0.9328256761880921
7,3.558,0.9327710857182945
7,3.183,0.9327165021096129
14,2.532,0.9326619253603229
14,2.618,0.9326073554687008
22,0.909,0.9325527924330234
17,1.863,0.9324982362515681
22,1.626,0.9324436869226133
16,0.115,0.9323891444444375
22,1.316,0.9323346088153205
22,1.816,0.9322800800335421
11,0.8,0.9322255580973832
11,0.55,0.9321710430051252
11,0.925,0.9321165347550501
11,0.675,0.9320620333454406
14,0.09,0.9320075387745801
14,0.215,0.9319530510407524
1,3.035,0.9318985701422424
1,3.16,0.9318440960773352
1,3.535,0.9317896288443167
1,3.285,0.9317351684414736
17,1.99,0.9316807148670931
9,2.123,0.9316262681194629
9,2.248,0.9315718281968717
9,2.498,0.9315173950976083
9,2.623,0.9314629688199629
9,2.998,0.9314085493622257
9,2.373,0.931354136722688
9,2.748,0.9312997308996411
16,0.161,0.9312453318913777
16,2.332,0.9311909396961907
16,2.207,0.9311365543123736
16,2.082,0.9310821757382209
16,2.832,0.9310278039720274
16,2.582,0.9309734390120887
16,2.707,0.9309190808567009
4,3.36,0.9308647295041611
4,3.235,0.9308103849527665
7,0.205,0.9307560472008153
13,1.186,0.9307017162466064
13,1.561,0.9306473920884388
13,1.436,0.9305930747246131
13,1.061,0.9305387641534295
13,1.311,0.9304844603731895
13,1.936,0.9304301633821952
13,1.686,0.9303758731787488
17,0.71,0.9303215897611539
19,0.1,0.930267313127714
21,0.003,0.9302130432767339
17,1.373,0.9301587802065185
14,2.605,0.9301045239153738
14,2.105,0.930050274401606
14,2.98,0.9299960316635223
14,2.23,0.9299417956994301
14,0.182,0.9298875665076379
14,0.307,0.9298333440864547
10,2.184,0.92977912843419
10,2.059,0.9297249195491538
10,2.309,0.9296707174296571
10,2.809,0.9296165220740114
10,2.684,0.9295623334805287
10,2.434,0.9295081516475219
10,2.934,0.9294539765733042
10,2.559,0.9293998082561895
8,0.143,0.9293456466944927
5,0.351,0.9292914918865289
5,0.851,0.929237343830614
5,0.476,0.9291832025250644
5,3.296,0.9291290679681974
5,3.921,0.9290749401583307
5,0.726,0.9290208190937828
5,0.976,0.9289667047728725
5,0.601,0.9289125971939196
12,1.778,0.9288584963552444
9,2.588,0.9288044022551679
9,2.338,0.9287503148920114
9,2.463,0.9286962342640973
9,2.088,0.9286421603697482
9,2.713,0.9285880932072877
9,2.838,0.9285340327750398
9,2.213,0.9284799790713291
9,2.963,0.9284259320944808
14,0.103,0.9283718918428211
6,0.289,0.9283178583146763
6,0.414,0.9282638315083738
20,3.053,0.9282098114222411
20,3.178,0.9281557980546069
17,0.316,0.9281017914038001
7,2.111,0.9280477914681504
7,2.236,0.927993798245988
7,2.486,0.927939811735644
7,2.736,0.9278858319354498
7,2.361,0.9278318588437376
7,2.611,0.9277778924588402
17,0.191,0.9277239327790909
14,2.82,0.9276699798028238
14,2.07,0.9276160335283736
14,2.32,0.9275620939540755
14,2.195,0.9275081610782653
8,0.235,0.9274542348992796
8,0.485,0.9274003154154555
2,3.348,0.9273464026251308
2,3.723,0.9272924965266438
2,3.973,0.9272385971183335
8,0.61,0.9271847043985393
8,0.36,0.9271308183656017
8,0.86,0.9270769390178615
8,0.985,0.92702306635366
8,0.735,0.9269692003713393
8,1.559,0.9269153410692423
13,2.981,0.926861488445712
13,2.606,0.9268076424990925
13,2.731,0.9267538032277284
1,0.27,0.9266999706299646
1,0.52,0.926646144704147
1,0.645,0.926592325448622
1,0.395,0.9265385128617365
1,0.77,0.9264847069418383
1,0.895,0.9264309076872754
12,1.532,0.9263771150963969
17,0.112,0.9263233291675519
14,0.778,0.9262695498990907
14,0.903,0.926215777289364
12,0.672,0.9261620113367229
9,2.678,0.9261082520395195
1,2.831,0.9260544993961063
9,2.303,0.9260007534048362
9,2.053,0.9259470140640631
9,2.178,0.9258932813721414
9,2.428,0.925839555327426
9,2.928,0.9257858359282725
9,2.553,0.9257321231730369
9,2.803,0.9256784170600763
15,0.087,0.9256247175877478
15,0.212,0.9255710247544094
19,1.364,0.9255173385584201
3,0.466,0.9254636589981388
3,0.341,0.9254099860719253
13,0.613,0.9253563197781403
22,0.041,0.9253026601151445
13,3.684,0.9252490070812999
17,0.158,0.9251953606749684
17,0.033,0.9251417208945133
19,1.298,0.9250880877382978
19,1.423,0.925034461204686
19,1.048,0.9249808412920426
19,1.173,0.924927227998733
19,1.798,0.924873621323123
19,1.548,0.9248200212635791
19,1.923,0.9247664278184684
7,2.076,0.9247128409861586
7,2.701,0.9246592607650181
7,2.451,0.9246056871534158
7,2.201,0.9245521201497213
7,2.576,0.9244985597523045
7,2.326,0.9244450059595364
7,2.951,0.9243914587697881
22,0.189,0.9243379181814316
22,0.314,0.9242843841928395
18,1.837,0.924230856802385
13,0.74,0.9241773360084417
8,1.681,0.924123821809384
20,0.029,0.9240703142035869
12,1.038,0.9240168131894257
12,1.288,0.9239633187652769
12,1.163,0.9239098309295171
12,1.413,0.9238563496805235
12,1.538,0.9238028750166742
12,1.663,0.9237494069363478
12,1.913,0.9236959454379232
12,1.788,0.9236424905197804
15,0.304,0.9235890421802996
15,0.179,0.9235356004178616
15,0.429,0.9234821652308484
22,0.11,0.9234287366176416
13,1.643,0.9233753145766243
6,0.973,0.9233218991061796
6,0.848,0.9232684902046914
6,0.348,0.9232150878705444
6,0.723,0.9231616921021236
6,0.598,0.9231083028978148
6,0.473,0.9230549202560042
6,0.002,0.9230015441750787
19,2.605,0.9229481746534259
22,0.008,0.9228948116894339
9,4.211,0.9228414552814912
16,1.1,0.9227881054279872
16,1.225,0.9227347621273116
16,1.35,0.9226814253778552
16,1.475,0.9226280951780089
16,1.85,0.9225747715261642
16,1.975,0.9225214544207134
16,1.6,0.9224681438600496
16,1.725,0.9224148398425659
22,1.654,0.9223615423666565
13,3.024,0.9223082514307157
22,0.031,0.9222549670331391
22,0.156,0.9222016891723224
10,0.785,0.9221484178466619
7,2.041,0.9220951530545545
7,2.166,0.9220418947943978
7,2.291,0.9219886430645899
7,2.416,0.9219353978635298
7,2.541,0.9218821591896166
10,0.91,0.9218289270412502
10,0.535,0.9217757014168312
10,0.66,0.9217224823147607
22,1.092,0.9216692697334403
13,0.192,0.9216160636712722
1,0.329,0.9215628641266594
1,0.454,0.9215096710980054
22,0.054,0.9214564845837141
22,1.355,0.9214033045821901
22,0.077,0.9213501310918385
17,2.949,0.9212969641110653
17,2.324,0.9212438036382768
9,0.689,0.92119064967188
9,0.564,0.9211375022102825
9,0.939,0.9210843612518921
9,0.814,0.9210312267951177
12,1.003,0.9209780988383687
12,1.253,0.9209249773800549
12,1.128,0.9208718624185868
12,1.753,0.9208187539523752
8,1.082,0.9207656519798321
5,2.689,0.9207125564993694
5,2.189,0.9206594675094001
5,2.064,0.9206063850083374
5,2.314,0.9205533089945954
5,2.439,0.9205002394665887
5,2.564,0.9204471764227321
5,2.814,0.9203941198614417
5,2.939,0.9203410697811334
8,1.582,0.9202880261802243
2,0.349,0.9202349890571319
2,0.849,0.920181958410274
2,0.974,0.9201289342380692
2,0.724,0.9200759165389368
2,0.599,0.9200229053112966
2,0.474,0.9199699005535689
21,3.148,0.9199169022641746
9,4.176,0.9198639104415349
9,4.426,0.9198109250840725
16,1.19,0.9197579461902095
16,1.065,0.9197049737583692
16,1.565,0.9196520077869756
16,1.44,0.9195990482744532
16,1.315,0.9195460952192265
16,1.94,0.9194931486197213
16,1.69,0.9194402084743637
4,2.218,0.9193872747815803
4,2.718,0.9193343475397986
4,2.343,0.9192814267474461
4,2.093,0.9192285124029513
4,0.295,0.9191756045047433
4,0.42,0.9191227030512517
4,2.468,0.9190698080409063
4,2.843,0.9190169194721381
4,2.968,0.9189640373433784
4,2.593,0.9189111616530588
13,0.266,0.9188582923996118
13,0.766,0.9188054295814706
13,0.391,0.9187525731970686
13,0.516,0.91869972324484
8,0.705,0.9186468797232192
20,1.44,0.9185940426306419
20,1.94,0.918541211965544
11,0.147,0.9184883877263614
5,2.779,0.9184355699115315
5,2.154,0.9183827585194919
5,2.404,0.9183299535486805
5,2.279,0.9182771549975361
5,2.029,0.918224362864498
5,2.654,0.918171577148006
1,2.233,0.9181187978465005
1,2.483,0.9180660249584226
1,2.733,0.9180132584822136
1,2.858,0.9179604984163159
1,2.108,0.9179077447591719
1,2.358,0.9178549975092252
1,2.983,0.9178022566649192
1,2.608,0.9177495222246986
14,1.867,0.9176967941870082
9,4.141,0.9176440725502937
